TwitchCategoryId,Language,Name,Synopsis,Summary,Source,IGDBId
33214,,Fortnite,,"Fortnite is the living, action building game from the developer formerly known as Epic MegaGames. You and your friends will lead a group of Heroes to reclaim and rebuild a homeland that has been left empty by mysterious darkness only known as ""the Storm"". 
 
Band together online to build extravagant forts, find or build insane weapons and traps and protect your towns from the strange monsters that emerge during the Storm. In an action experience from the only company smart enough to attach chainsaws to guns, get out there to push back the Storm and save the world. And don't forget to loot all the things.",,1905
513181,,Genshin Impact,,"Genshin Impact is an open-world action RPG. In the world of Teyvat—where beliefs in “The Seven” converge—epic adventures await, fearless travelers!",,119277
518023,,NBA 2K21,,"NBA 2K21 is the latest title in the world-renowned, best-selling NBA 2K series, delivering an industry-leading sports video game experience. With extensive improvements upon its best-in-class graphics and gameplay, competitive and community online features, and deep, varied game modes, NBA 2K21 offers one-of-a-kind immersion into all facets of NBA basketball and culture - where Everything is Game.",,134599
24241,fr,FINAL FANTASY XIV Online,,Prenez place dans un FINAL FANTASY XIV épique et en constante évolution et partez à l'aventure pour l'explorer avec des amis du monde entier.,steam,386
32507,fr,SMITE,,"Rejoignez plus de 35 millions de joueurs sur SMITE, le champ de bataille des dieux ! Brandissez le marteau de Thor et changez vos ennemis en pierre en incarnant Méduse... Au total, il y a plus de cent divinités disponibles. Venez découvrir SMITE gratuitement !",steam,5607
490100,,LOST ARK,,"Lost Ark, a 3D massively-multiplayer online role-playing game offers an immersive action-centric playing style and adopts a non-targeting combat system and a dynamic quarter-view angle to maximize the game experience.",,26128
22393,fr,Call of Duty: Modern Warfare 2,,"Le jeu le plus attendu de l'année et la suite du jeu de tir subjectif le plus vendu au monde, Modern Warfare 2 plonge le joueur dans un monde sur le point de s'écrouler. Call of Duty®: Modern Warfare 2 comprend, pour la première fois dans un jeu vidéo, une bande originale composée par le légendaire Hans Zimmer, récompensé par des Academy...",steam,559
32959,,Heroes of the Storm,,"Heroes of the Storm is a multiplayer online battle arena video game by Blizzard Entertainment. The game brings together characters (known in the game as heroes) from multiple Blizzard universes, such as Warcraft and StarCraft and puts them against each other in an arena in a 5 versus 5 battle. Heroes of the Storm features multiple game modes, such as co-op (PCs vs. NPCs) and versus (PCs vs. PCs).",,7313
497057,fr,Destiny 2,,"Destiny 2 est un MMO d'action avec un monde évolutif unique, auquel vous et vos amis pouvez jouer gratuitement, à tout moment et de n'importe où.",steam,25657
505084,,Uma Musume Pretty Derby,,,,97494
488615,fr,Street Fighter V,,"Découvrez l'intensité des combats face-à-face dans Street Fighter® V ! Choisissez parmi 16 personnages cultes, puis battez-vous contre vos amis en ligne et hors ligne avec une variété solide d'options de combat.",steam,8258
512121,,Yakuza: Like a Dragon,,"Become Ichiban Kasuga, a low-ranking yakuza grunt left on the brink of death by the man he trusted most. Take up your legendary bat and get ready to crack some underworld skulls in dynamic RPG combat set against the backdrop of modern-day Japan.",,36550
499003,fr,VRChat,,"Join our growing community as you explore, play, and help craft the future of social VR. Create worlds and custom avatars. Welcome to VRChat.",steam,33615
513143,,Teamfight Tactics,,TFT is a round-based strategy game that pits you against seven opponents in a free-for-all race to build a powerful team that fights on your behalf. Your goal: Be the last person standing.,,120176
512710,,Call of Duty: Warzone,,"Prepare to go dark, Modern Warfare is back! 
 
The stakes have never been higher as players take on the role of lethal Tier One operators in a heart-racing saga that will affect the global balance of power. Call of Duty: Modern Warfare engulfs fans in an incredibly raw, gritty, provocative narrative that brings unrivaled intensity and shines a light on the changing nature of modern war. 
 
Players will be thrust into an immersive narrative spanning the entire game. Experience the ultimate online playground with classic multiplayer or squad-up and play cooperatively in a collection of elite operations, accessible to all skill levels.",,119177
21779,,League of Legends,,"League of Legends is a fast-paced, competitive online game that blends the speed and intensity of an RTS with RPG elements. Two teams of powerful champions, each with a unique design and playstyle, battle head-to-head across multiple battlefields and game modes. With an ever-expanding roster of champions, frequent updates and a thriving tournament scene, League of Legends offers endless replayability for players of every skill level.",,115
509538,,Animal Crossing: New Horizons,,"Escape to a deserted island and create your own paradise as you explore, create, and customize in the Animal Crossing: New Horizons game. Your island getaway has a wealth of natural resources that can be used to craft everything from tools to creature comforts. You can hunt down insects at the crack of dawn, decorate your paradise throughout the day, or enjoy sunset on the beach while fishing in the ocean. The time of day and season match real life, so each day on your island is a chance to check in and find new surprises all year round.",,109462
497883,fr,My Time at Portia,,"Démarrez votre nouvelle vie dans la merveilleuse ville de Portia ! Remettez à neuf l'atelier délabré de votre père en remplissant des commandes, en cultivant des plantes, en élevant des animaux et en interagissant avec les drôles d'habitants de cette charmante terre post-apocalyptique !",steam,43165
505884,,PUBG Mobile,,"Officially licensed PUBG MOBILE, the original battle royale style game is coming! Unreal Engine 4 brings smooth, next-generation graphics to your mobile device, and produces a graphical and audio experience that perfectly recreates the PC version.",,95340
78244886,,Suspects: Mystery Mansion,,"You have been invited to solve a murder mystery at the mansion! Play online with up to 9 real players as you try to solve the mysterious murder. But be careful, this will be no easy task: the killers are among the group and will stop at nothing to “kill” the investigation!  
  
Between rounds, you and other players will discuss who the killers might be. Everyone is a suspect in this social game of deduction. Discuss live with other players using the integrated voice chat feature. Where was the body? Where were they? What tasks did they perform? Who were they walking with? Who was acting suspiciously?  
  
This game is under constant development and new maps, tasks, and features await you.",,143591
9618,,Pokémon Trading Card Game,,"Your goal in life is to become a Pokemon Card Master. In order to do that, you must pick a deck from three starter packs of cards based on Charmander, Squirtle, and Bulbasaur and travel to the eight card clubs and defeat their leaders. Along the way, you will challenge many players to collect new cards and the helpful Professor Mason will aid you by giving you cards as well. While becoming a card master is a laudable accomplishment, the real goal of the game is to collect all of the cards over 200 in all. If you want to collect all of the cards, you must play human opponents in the Pop mode to get a chance to earn rare cards. All of the complexity of the real-world game has been captured here. Play Pokemon Trading Card Game and become a Pokemon Card Master.",,4567
493057,fr,PLAYERUNKNOWN'S BATTLEGROUNDS,,PLAYERUNKNOWN'S BATTLEGROUNDS is a battle royale shooter that pits 100 players against each other in a struggle for survival. Gather supplies and outwit your opponents to become the last person standing.,steam,27789
27471,,Minecraft,,"Minecraft focuses on allowing the player to explore, interact with, and modify a dynamically-generated map made of one-cubic-meter-sized blocks. In addition to blocks, the environment features plants, mobs, and items. Some activities in the game include mining for ore, fighting hostile mobs, and crafting new blocks and tools by gathering various resources found in the game. The game's open-ended model allows players to create structures, creations, and artwork on various multiplayer servers or their single-player maps. Other features include redstone circuits for logic computations and remote actions, minecarts and tracks, and a mysterious underworld called the Nether. A designated but completely optional goal of the game is to travel to a dimension called the End, and defeat the ender dragon.",,121
19619,,Tibia,,"Tibia is one of the oldest and most successful massively multiplayer online role-playing games (MMORPG) created in Europe. In an MMORPG people from all over the world meet on a virtual playground to explore areas, solve tricky riddles and undertake heroic exploits.",,9596
